laguerrewendland4eps 4.5 2.e-4 0.001845324306049363 0.001828242490726815 1.7334577905678383e-5 7.781055109614811e-5 1.2 45.0 0.12
laguerrewendland4eps 4.5 0.0 0.001821805337458416 0.0018044707619614 1.7334575497014673e-5 4.131410670961176e-15 1.2 45.0 0.12
wendland6 5.0 0.02 0.01049571706519497 0.008383380284184413 0.005357493373912679 0.002044537012095313 1.2 50.0 0.12
wendland6 5.0 0.002 0.005539400076993638 8.348585247498745e-4 0.005357130092914194 1.851970040110657e-4 1.2 50.0 0.12
wendland6 5.0 2.e-4 0.005448683291946936 1.252455456731165e-4 0.005357088449798549 1.9435541941109427e-5 1.2 50.0 0.12
laguerrewendland4eps 5.0 0.02 0.01892603257185155 0.01892412104565275 1.730954192962885e-5 0.004664592875489678 1.2 50.0 0.12
laguerrewendland4eps 5.0 0.002 0.002281016436324214 0.002271961345536996 1.7308407055068536e-5 4.794776574000218e-4 1.2 50.0 0.12
wendland6 5.0 0.0 0.005443216493443551 8.613215776042992e-5 0.005357084335683113 7.930887479038701e-16 1.2 50.0 0.12
laguerrewendland4eps 5.0 2.e-4 9.288743873427208e-4 9.120627735146656e-4 1.7308255850660867e-5 5.128555453335717e-5 1.2 50.0 0.12
laguerrewendland4eps 5.0 0.0 8.963815980059755e-4 8.790733553299845e-4 1.7308242676026803e-5 1.754089384257995e-15 1.2 50.0 0.12
wendland6 5.5 0.02 0.009254641468096892 0.006959608181574966 0.005364960789840402 0.001426302105445253 1.2 55.0 0.12
wendland6 5.5 0.002 0.005473178410261828 6.836490806232243e-4 0.005364863689719655 1.3334743047359626e-4 1.2 55.0 0.12
wendland6 5.5 2.e-4 0.005411522819094007 8.423730186279939e-5 0.005364872715886418 1.1913901026667764e-5 1.2 55.0 0.12
laguerrewendland4eps 5.5 0.02 0.01621675910501505 0.01621628655675727 1.7333311847064406e-5 0.003355307723422687 1.2 55.0 0.12
wendland6 5.5 0.0 0.005411903173645518 4.702874946341863e-5 0.005364874424182085 7.016174796589224e-16 1.2 55.0 0.12
laguerrewendland4eps 5.5 0.002 0.001620174662293772 0.001614605039988496 1.7333380754824318e-5 4.0504848330370147e-4 1.2 55.0 0.12
laguerrewendland4eps 5.5 2.e-4 3.7662201417115126e-4 3.6149575260852534e-4 1.7333411961253536e-5 3.467145415151889e-5 1.2 55.0 0.12
laguerrewendland4eps 5.5 0.0 3.2513838792965616e-4 3.07804976200095e-4 1.7333411729560513e-5 2.183853463777863e-15 1.2 55.0 0.12
wendland6 6.0 0.02 0.008502241910539518 0.005878566542394255 0.005366672681056666 9.584738636395846e-4 1.2 60.0 0.12
wendland6 6.0 0.002 0.005423053364962647 5.75946811202718e-4 0.005366599231423489 9.90576843828612e-5 1.2 60.0 0.12
wendland6 6.0 2.e-4 0.005382782210165563 5.957668918719622e-5 0.005366596469602139 8.582703144217898e-6 1.2 60.0 0.12
wendland6 6.0 0.0 0.005383704643074453 1.710771455769547e-5 0.005366596928516749 5.969120748248031e-16 1.2 60.0 0.12
laguerrewendland4eps 6.0 0.02 0.01292325619748359 0.012922597855061 1.7339014026901867e-5 0.002219423583241115 1.2 60.0 0.12
laguerrewendland4eps 6.0 0.002 0.001398561380542502 0.001393281577278183 1.7339003618570112e-5 2.611939477667547e-4 1.2 60.0 0.12
laguerrewendland4eps 6.0 2.e-4 3.1692412206179954e-4 3.0178919009054767e-4 1.733897444072273e-5 2.3605188596429047e-5 1.2 60.0 0.12
laguerrewendland4eps 6.0 0.0 2.7283266503130976e-4 2.554936880500544e-4 1.7338976981255178e-5 1.088471726453471e-15 1.2 60.0 0.12
