wendland6 1.0 0.002 0.6156392385113191 0.6104518749324029 0.005187363578916551 6.278171610871979e-17 1.2 10.0 0.12
wendland6 1.0 2.e-4 0.6155492922118327 0.6103626865185882 0.005186605693244407 8.174874426745109e-24 1.2 10.0 0.12
wendland6 1.0 0.02 0.6164605381980727 0.6112662543646334 0.005194283833439285 1.1643175352718287e-9 1.2 10.0 0.12
laguerrewendland4eps 1.0 0.002 0.615671097701985 0.615654336944013 1.6760757971321333e-5 1.942579965689686e-11 1.2 10.0 0.12
laguerrewendland4eps 1.0 0.02 0.6170762407275411 0.6170594417160971 1.6799011443827566e-5 1.189652429711227e-6 1.2 10.0 0.12
laguerrewendland4eps 1.0 2.e-4 0.6155472427486934 0.6155304853624952 1.6757386198511473e-5 1.306230528181288e-16 1.2 10.0 0.12
wendland6 1.0 0.0 0.6155367074350516 0.6103502077808767 0.005186499654173702 1.17752213088627e-101 1.2 10.0 0.12
laguerrewendland4eps 1.0 0.0 0.6155367074350516 0.6155199503356611 1.675709939003428e-5 5.063270426660205e-72 1.2 10.0 0.12
wendland6 3.0 0.02 0.03250869655261228 0.03001089935844128 0.005345337808924458 0.01634490906343738 1.2 30.0 0.12
wendland6 3.0 0.002 0.01383733564179498 0.008757440577544856 0.005344618139377341 0.001488623600531924 1.2 30.0 0.12
wendland6 3.0 2.e-4 0.01337850692497591 0.008033985978227416 0.005344530689769924 1.4689022314843636e-4 1.2 30.0 0.12
laguerrewendland4eps 3.0 0.02 0.100771285348041 0.1007652141787752 1.7272713154530622e-5 0.05278688268953485 1.2 30.0 0.12
laguerrewendland4eps 3.0 0.002 0.02550476423046653 0.02548891020565828 1.7268034201444962e-5 0.004665655401258839 1.2 30.0 0.12
laguerrewendland4eps 3.0 2.e-4 0.02245253612049719 0.0224352684380495 1.7267701189227821e-5 4.1800587708764414e-4 1.2 30.0 0.12
wendland6 3.0 0.0 0.01334676397451611 0.008002241342970227 0.005344522631545976 3.525710559730914e-15 1.2 30.0 0.12
wendland6 3.5 0.02 0.02196188184567892 0.01990385608167215 0.005365760149681088 0.008973346864575564 1.2 35.0 0.12
wendland6 3.5 0.002 0.00817193322667996 0.003248456156665501 0.005365965021305371 7.425980742771129e-4 1.2 35.0 0.12
laguerrewendland4eps 3.0 0.0 0.02234276498356898 0.02232549732659407 1.7267656975044282e-5 9.871214333284327e-15 1.2 30.0 0.12
wendland6 3.5 2.e-4 0.007818579298199797 0.002457443493355926 0.005365948434920075 7.28424593189113e-5 1.2 35.0 0.12
laguerrewendland4eps 3.5 0.02 0.0648267592960122 0.06481949959486892 1.7336397695812594e-5 0.02641798941095543 1.2 35.0 0.12
laguerrewendland4eps 3.5 0.002 0.01979782954881391 0.01978145235884033 1.7336884968637256e-5 0.002211282805607833 1.2 35.0 0.12
laguerrewendland4eps 3.5 2.e-4 0.01861063648094247 0.01859331755477404 1.7336867313429946e-5 2.2762773916239198e-4 1.2 35.0 0.12
wendland6 3.5 0.0 0.007816183358327938 0.002450237060843752 0.005365946297484193 1.258153272458525e-15 1.2 35.0 0.12
laguerrewendland4eps 3.5 0.0 0.01861480089326168 0.01859746401840895 1.7336874852784415e-5 2.662820344016291e-15 1.2 35.0 0.12
wendland6 4.0 0.02 0.01592188591549575 0.01415419531814728 0.005369665669362062 0.004342221124426798 1.2 40.0 0.12
wendland6 4.0 0.002 0.006228859737304861 0.001557450543755133 0.005369675174235886 4.109162952007861e-4 1.2 40.0 0.12
wendland6 4.0 2.e-4 0.006007528049711823 6.556231217867008e-4 0.005369662515332089 4.4599972303033963e-5 1.2 40.0 0.12
laguerrewendland4eps 4.0 0.02 0.03600898209238289 0.03600536153725666 1.7348433161194213e-5 0.01261297759706965 1.2 40.0 0.12
laguerrewendland4eps 4.0 0.002 0.005522556525865707 0.005509314731111482 1.7348884787020946e-5 0.001224974559965147 1.2 40.0 0.12
wendland6 4.0 0.0 0.006005609943506788 6.359460552314279e-4 0.005369663888275382 1.511902163881664e-15 1.2 40.0 0.12
laguerrewendland4eps 4.0 2.e-4 0.003697729311679393 0.003680579804155565 1.734888469639378e-5 1.470002060962568e-4 1.2 40.0 0.12
laguerrewendland4eps 4.0 0.0 0.003669789845504154 0.003652440959460365 1.7348886043788703e-5 3.62051101140088e-15 1.2 40.0 0.12
wendland6 4.5 0.02 0.01215150658977782 0.01012504615954934 0.005365278267123164 0.00275983731937478 1.2 45.0 0.12
wendland6 4.5 0.002 0.005784657194670252 0.001077958980193501 0.005365245914731705 2.843505623275193e-4 1.2 45.0 0.12
wendland6 4.5 2.e-4 0.005641389668475941 3.030324524676798e-4 0.005365236422956702 2.971846379140203e-5 1.2 45.0 0.12
wendland6 4.5 0.0 0.005642381095544727 2.771464730400348e-4 0.005365234622504642 1.616795782506355e-15 1.2 45.0 0.12
laguerrewendland4eps 4.5 0.02 0.02572934158651254 0.0257268753517087 1.7334245196182207e-5 0.007697492872581331 1.2 45.0 0.12
laguerrewendland4eps 4.5 0.002 0.003313960732117191 0.003302319932016641 1.7334531667354164e-5 7.542325953625576e-4 1.2 45.0 0.12
